Domain,LinkedIn Company URL,Twitter URL,Company Name,Last Funding Type,City,Description,Full Description,Category 1,Category 2,Category 3,Last Funded Date,CB Rank
https://www.growthchannel.com,https://www.linkedin.com/company/growthchannel/,https://twitter.com/Gr0wthChannel,Growth Channel,Seed,Austin,"Identify and reach niche audiences at scale on any programmatic advertising channel, all in Growth Channel AI.","Growth Channel is an AI-powered advertising engine helping advertisers reach niche audiences at scale. The company developed a deep learning engine to optimize ad performance to reach campaign objectives at scale across the programmatic advertising ecosystem, enabling businesses to improve financial performance, time savings, and business decisions.",Advertising,Advertising Platforms,Analytics,2023-01-01,50526
https://pgxcare.com/,https://www.linkedin.com/company/92608496/,,PGxCare,Seed,Palo Alto,"PGxCare offers an AI capabilities, enabling analysis of pharmacogenetic data ensuring accurate results tailored to individual needs.","PGxCare offers an AI capabilities, enabling analysis of pharmacogenetic data ensuring accurate results tailored to individual needs.",Artificial Intelligence (AI),Bioinformatics,Health Care,2024-03-19,50549
https://www.neural-group.com/en/index.html,https://www.linkedin.com/company/35921492,https://x.com/neuralpocket,Neural Pocket,Series B,Tokyo,"Neural Pocket is a business firm that offers smart city solutions for developers, railway operators, local governments using AI.","Neural Pocket provides Smart City related services for commercial buildings and urban spaces utilizing AI enabled image recognition technology. The company focuses on business development and co-creation serve its clients. Other applications include solutions for digitalization of factories, warehouses, parking lots and retail stores.",Artificial Intelligence (AI),Big Data,Fashion,2019-03-05,50556
https://www.getbouncer.com,https://www.linkedin.com/company/getbouncer,,Bouncer,PE,Oakland,Bouncer is an innovative fraud prevention technology company that built some of the highest performing machine learning counter-fraud tech,"Bouncer is an innovative fraud prevention technology company that has build some of the industries highest performing machine learning credit card scanning technology, which was built from the ground up to improve the user experience at checkout, improve customer conversions, and with providing companies with card-present level security in a card-not-present environment. Bouncer was sold/acquired in May 2021 by Stripe, a international payments processor in order to integrate the Bouncer technology into their Stripe Radar fraud prevention offerings.",Artificial Intelligence (AI),E-Commerce Platforms,Information Technology,2021-05-01,50568
https://thebridge.com/,https://www.linkedin.com/company/thebridge-strategy-and-technology-consulting/,,The Bridge,Venture,Dallas,"The Bridge is a consulting firm that offers strategy and technology advice, data analytics and AI services.",,Advice,Analytics,Artificial Intelligence (AI),2024-02-27,50573
https://www.lavita.ai/,https://www.linkedin.com/company/lavita-ai/,https://twitter.com/LavitaAI,Lavita,Seed,San Francisco,Lavita is a blockchain-AI based next generation healthcare platform.,"Lavita is a blockchain-AI based next generation healthcare platform, enabling the use of massive biomedical datasets for research while preserving individual privacy and ownership of data.",Artificial Intelligence (AI),Blockchain,Health Care,2023-05-10,50595
https://session-42.com,https://www.linkedin.com/company/session-42/,,Session42,Seed,Tel Aviv,Session42 is a transformative music platform leveraging advanced AI to empower artists,"Session42 is revolutionizing the music industry by integrating advanced AI and automation to create a self-service model for artists. We're transforming the traditional music label and publisher paradigm, establishing an autonomous ecosystem where artists can independently navigate their creative and commercial journey. Our vision is to democratize access to the music industry, breaking down the barriers that have traditionally kept talented artists from reaching their potential. With a suite of AI-driven capabilities, we're automating and streamlining the music creation, distribution, and monetization process. Our leadership comprises internationally acclaimed producers, an industry insider with profound knowledge of the music business world, and a tech entrepreneur with a successful track record. Our unique business model combines a Software as a Service (SaaS) subscription model with a strategy of acquiring a minor share of the publishing and recording rights to build the largest catalog of music royalties in the world.",Artificial Intelligence (AI),Media and Entertainment,Music,2024-01-01,50597
http://accrete.ai,https://www.linkedin.com/company/accreteai,https://twitter.com/accreteai,Accrete AI,Venture,New York,Accrete AI delivers analytical AI agents for decision automation.,"Accrete AI is an operator of a dual-use enterprise artificial intelligence (AI) company intended to license AI knowledge engines to governments and corporations seeking to employ expert AI agents for decision automation. The company engines autonomously transform tacit domain knowledge, siloed proprietary data, and collective intelligence gleaned from the open-source web into self-perpetuating knowledge graphs that enable AI agents to reason, understand, learn, remember, collaborate, predict, decide, and act in domain-specific ways in perpetuity and solve the problem of organizational knowledge loss, increase competitiveness, and accelerate growth, enabling government and enterprises to gain a competitive advantage, expand margins, and accelerate growth.",Analytics,Artificial Intelligence (AI),Business Development,2024-04-19,50614
https://www.melodai.pro,,https://twitter.com/MelodAI_pro,MelodAI (Former Muverse),Seed,Los Angeles,"MelodAI (Former Muverse) is a Los Angeles, CA-based AIGC and Multi-modal AI Agent platform.","Muverse is a Los Angeles, CA-based AIGC and Multi-modal AI Agent platform.",Artificial Intelligence (AI),Film,Generative AI,2023-03-29,50637
http://www.dcbrain.com/,https://www.linkedin.com/company/dcbrain,https://www.twitter.com/dcbrain_feed,DCbrain,Venture,Paris,DCbrain is a deep-tech SaaS company that offers an optimization platform using AI and Hybrid AI algorithms.,"DCbrain is a deep-tech SaaS company that offers an optimization platform using AI and Hybrid AI algorithms intended for the energy and supply chain sector. Its platform supports AI, especially in the face of complex network configurations, to combine a visualization interface and a predictive analysis toolbox to help clients in identifying anomalies, preventing incidents, and predicting the future evolution of any network.

The company was founded in 2014 and is headquartered in Paris, France.",Artificial Intelligence (AI),Big Data,Machine Learning,2022-06-21,50651
https://boam.ai/,https://www.linkedin.com/company/boam,,boam.ai,Seed,Miami,The future of restaurant intelligence.,"The world’s first Restaurant Intelligence Platform - built specifically for the food vertical - with cutting-edge AI, unrivaled proprietary data, and deep industry expertise.

On a mission to revolutionize B2B relationships with data & AI — so every potential partner can feel truly understood.

Start smarter, today.",Artificial Intelligence (AI),Enterprise Software,Food and Beverage,2022-12-01,50694
https://www.zeroe.io,https://www.linkedin.com/company/zeroe-io,https://twitter.com/ZeroeCarbon,Zeroe,Seed,Dubai,"Zeroe is an enterprise SaaS platform powered by AI, designed to measure emissions and provide reports on decarbonization performance.","Zeroe is an enterprise SaaS platform powered by AI, designed to measure emissions and provide reports on decarbonization performance. The company's objective is to accelerate the global decarbonization initiative. In an era where the imperative of climate action is more evident than ever, we firmly believe that businesses play a pivotal role in effecting significant change. Zeroe strives to simplify the challenge of overseeing corporate carbon footprints, making it an accessible and achievable process.",Artificial Intelligence (AI),CleanTech,SaaS,2023-12-21,50758
http://www.wolfberryllc.com,https://www.linkedin.com/company/wolfberryllc,https://twitter.com/wolfberryllc,Wolfberry,Seed,San Jose,Wolfberry is a technology company that offers distributed ledger technology for IoT Solutions,"At Wolfberry LLC, we are dedicated to safeguarding national security and economic stability by securing data transactions for IoT-integrated industries. Our innovative approach leverages distributed ledger technology to protect Internet of Things (IoT) devices, ensuring data integrity with reliable, verified responses. Founded with a commitment to national interests, we strive to create a secure digital environment that protects people and fosters economic growth.",Artificial Intelligence (AI),E-Learning,EdTech,2024-05-20,50791
https://www.wird.ai/,https://www.linkedin.com/company/wholemeaning/about/,https://twitter.com/wholemeaning,Wird.,Seed,San Mateo,Grow from conversations with your clients,"Due to the crucial role email plays within our organizations, good email management contributes to increased worker productivity.

But did you know that 37% of business opportunities received through email are not answered by Client Services Consultants and that 55% of churn intentions are conveyed through email? Or that 32% of emails containing requests have at least one instance of client insistence? 

On average, a bank can lose $5,000 USD monthly per executive due to unanswered or belatedly-addressed business opportunities and churn threats. 

So, what can we do? As team leaders we deal with extremely manual processes, such as asking for screenshots of inboxes, assigning teams to read and label emails daily, requesting consultants to transfer their email data to Excel, and buying CRM or sales software. However, we keep having the same problem and wish for a tool that would allow us to automate the process while giving us the visibility we need.  

The solution already exists. At Wholemeaning we work with native Spanish Artificial Intelligence to create a tool that helps Sales and After-Sales Managers prioritize their emails and workload. Additionally, we provide real-time indicators to supervisors in order to control and improve daily management of their teams.

As a result, we are able to help Consultants, Supervisors, Sales and Post-Sales Managers reach their satisfaction, retention, and sales goals, resulting in significantly more efficient teams (prioritization through the plugin, reports, and alerts all in real time).",Artificial Intelligence (AI),Machine Learning,SaaS,2022-04-13,50799
https://www.conversocial.com/,http://www.linkedin.com/company/conversocial,http://twitter.com/conversocial,Conversocial,Venture,New York,Conversocial is a Customer Experience Platform for Messaging Channels.,"Conversocial is a Customer Experience Platform for Messaging Channels.

Your customers have moved to messaging — your brand should too. Conversocial simplifies how brands communicate with their customers by combining human agents and bots in a single platform. The result; frictionless customer experiences throughout the customer lifecycle that enhance customer loyalty and drive revenue — at scale. 

Forward-thinking brands such as Google, Sephora, British Airways, and Facebook trust Conversocial to help them embrace messaging as an efficient and scalable customer experience channel. Conversocial has offices in New York City,  London and San Francisco with a global team of people passionate about helping brands build and scale meaningful relationships with their customers.",Advertising,Analytics,Artificial Intelligence (AI),2015-10-19,50810
https://FocalStudio.ai,https://www.linkedin.com/company/focal-studio-ai/,,FocalStudio,Seed,New York,FocalStudio offers e-commerce companies AI image optimisation services to boost sales.,"FocalStudio is an innovative AI-powered platform designed to optimize e-commerce product images, driving higher conversion rates and boosting sales for leading brands. With advanced algorithms, FocalStudio evaluates and enhances product images across 12 critical dimensions, including image quality, creative composition, product visibility, and more. The platform seamlessly integrates with Product Information Management (PIM) systems, ensuring your brand maintains consistency and up-to-date visuals across all channels.

Key Features:

AI-Powered Image Scoring: Automatically assesses and enhances product images using advanced AI algorithms.
Comprehensive Image Evaluation: Evaluates images across 12 dimensions, including lighting, color balance, and visual engagement.
Seamless Integration: Connects effortlessly with PIM systems and vendor platforms for streamlined image management.
Competitor Analysis: Compare your product images against competitors to ensure your visuals stand out.

Benefits:

Increase Conversion Rates: Higher quality images lead to greater customer engagement and sales.
Save Time and Reduce Costs: Automate the image evaluation process, reducing the time and resources needed for manual review.
Ensure Brand Consistency: Maintain consistent, high-quality visuals across all channels, reducing branding inconsistencies to zero.
Stay Ahead of Competitors: Gain insights into your competitors’ image strategies and adjust yours to stay on top.

FocalStudio empowers e-commerce businesses to harness the science of visual engagement, ensuring that every product image not only meets but exceeds customer expectations. Join the ranks of leading brands transforming their visual content with FocalStudio and start your journey toward higher sales and better brand presence today.",Artificial Intelligence (AI),Marketing,Photography,2024-09-25,50849
https://www.turingq.com/,,,TuringQ,Series A,Shanghai,TuringQ is committed to the research of quantum information.,"Established in February 2021, TuringQ is committed to the research of quantum information. Through the R&D of lithium niobate on insulator (LNOI) photonic chips and femtosecond laser direct writing technology, the photon chips that enable large-scale photonic circuits integration can be prepared and an optical quantum system with a whole new level of scale and complexity can be built. At present, TuringQ has achieved leading advantages in photonic quantum chips, scientific research-grade photonic quantum computers, photonic quantum measurement and control systems, photonic quantum EDA software, and photonic quantum cloud platforms.",Artificial Intelligence (AI),Optical Communication,Quantum Computing,2023-01-18,50856
https://www.quinten-health.com,https://www.linkedin.com/company/quinten-health,https://twitter.com/quintenfrance,Quinten Health,Venture,Paris,"Quinten Health is a team of healthcare data scientists, modelers, and biomedical and public health experts.","Quinten Health delivers high-performance and interpretable patient profiling via both state-of-the-art methods and our proprietary machine learning algorithm. They synergize drug and medical device developers, care providers, and health agencies with disease-centric and patient-focused real-world analytics. They develop, train, and validate machine learning algorithms for earlier and better disease diagnosis, based on real-world data.",Artificial Intelligence (AI),Data Integration,Health Care,2022-09-20,50919
http://deepzen.io,https://www.linkedin.com/company/deepzen.io/,,Deep Zen,Seed,London,AI company focusing on audiobook production and voiceovers with an audiobook marketplace (audiowhale.com),"They are working on sector-specific solutions that will eliminate the need to use studios and lengthy recording sessions by creating a human-like quality of speech with emotion that can be edited by using intuitive tools. Users can pick voices from an existing library, modify and tweak them, then generate voices directly from texts.",Artificial Intelligence (AI),Audio,Audio Recording and Production,2020-03-01,50939
https://koggi.co,https://www.linkedin.com/company/koggi,,Koggi,Venture,Bogotá,koggi is a platform with artificial intelligence for mortgage credit applications.,,Artificial Intelligence (AI),FinTech,Machine Learning,2024-09-12,50943
https://lucid.ai/,https://www.linkedin.com/company/the-lucid-companies/about/,https://twitter.com/lucidsays?lang=en,Lucid AI,PE,Austin,Lucid is a software and services company that uses causal reasoning AI for solving big data problems.,Lucid is a game changer. This revolutionary software and services company uses causal reasoning AI –  targeted to solve the world’s ‘big data’ problems that result from CSV — a Complex array of information in an escalating Scale of volume and Velocity by which it appears or must be cognized.,Analytics,Artificial Intelligence (AI),Big Data,2017-04-11,50957
https://www.birdstop.io,https://www.linkedin.com/company/birdstop,,Birdstop,Venture,Concord,Birdstop constructs a comprehensive framework for the examination and surveillance of field assets on a large scale.,"Birdstop develops a robust infrastructure for the comprehensive inspection and monitoring of field assets on a significant scale. Utilizing networked UAVs and ground stations, users can access real-time data on their assets via the Internet.",Artificial Intelligence (AI),Drones,Sensor,2023-08-08,50999
http://www.converseon.com,https://www.linkedin.com/company/converseon,https://twitter.com/converseon,Converseon,Series A,New York,Converseon.AI Provides Human-Centered MLaaS Solutions for Social and VoC Data and Insights to Leading Consumer-centric Brands,"Converseon is a leader in AI-powered analysis and insights of social listening and associated voice of customer data.  Our mission is simple: provide the world's best quality social listening data and associated insights and help clients integrate these across the organization to drive business results.   The firm has a garnered an enviable reputation for excellence, including Dataweek Top Innovator in Social Data Mining,  Leader in Enterprise Social Listening, Forrester Wave Q1 2010;  Strong Performer 2012,  Strong Performer 2014 with best industry scores for our sentiment analysis, data processing and consulting (with a 5 out of 5 score). Our solutions include Conversus, a SaaS Machine-Learning-As-A-Service platform specifically for text analytics/natural language processing that is programmatically integrated with select leading social listening/management, pre-built machine learning classifiers for NLP deployment and a suite of social/AI powered programmatic ""Insights-on-Demand""​ solutions. Clients include many of the world's largest and most iconic brands, research and media firms and leading applications and platforms where reliable, high-quality social data is essential.",Artificial Intelligence (AI),Consulting,Machine Learning,2017-08-08,51005
http://pyze.com,https://www.linkedin.com/company/3574122/,http://twitter.com/pyzeInc,Pyze,Venture,Redwood City,"Pyze enables AI-Driven process improvement by automating bottleneck detection, identifying hotspots, & maximizing business results.","Pyze helps enterprises continuously improve business operations by analyzing processes across different complex architectures in near real-time with it's AI-Driven Process Intelligence Platform. Pyze automates bottleneck detection, identifies hotspots, & maximizes business results. Proven success to enable digital transformation at large clients who have challenges managing significant transaction volume and process complexity across multi-platform architectures. Enabled aggressive digital transformation goals with proven results like. 

- 70% reduction in costs
- 50% faster processing times
- 25% increase in employee productivity

Pyze partners with low code, BPM, and RPA platforms like Pega, Appian, OutSystems, and Salesforce Lighting to provide solutions to prioritize migration of legacy applications and optimize business processes efficiency. Pyze has been recognized by leading technology research firms (Gartner and Forrester) and the press as a leader in cross-platform analytics and user engagement.",Analytics,Artificial Intelligence (AI),CRM,2019-07-24,51040
https://opslyft.com,https://www.linkedin.com/company/opslyft,https://twitter.com/opslyft,OpsLyft,Seed,San Francisco,OpsLyft is an IT firm that offers cloud infrastructure management services for online businesses.,"OpsLyft Inc. is a San-Francisco & Noida-based technology company working towards building the future of cloud infrastructure management for internet companies across the world. The company leverages artificial intelligence and analytics to deliver insights and automate routine workflows that help software teams build, test, and deploy any workload on any cloud with no downtimes and at the lowest possible cloud infrastructure spend. 

Our mission is to simplify cloud management for all internet companies across the world. We are currently working with some of the largest companies across India - Inshorts, Innovaccer, Purplle, Zenoti etc. and are rapidly expanding our presence in the US geography as well. In addition to it, we are backed by some of the top investors from Silicon Valley and India.",Analytics,Artificial Intelligence (AI),Cloud Infrastructure,2022-04-16,51065
https://www.causaly.com,https://www.linkedin.com/company/causaly-inc,https://twitter.com/CausalyAI,Causaly,Series B,London,Causaly develops a biomedical research discovery tool designed to find and unlock key hidden evidence in biomedicine.,Causaly develops a biomedical research discovery tool designed to find and unlock key hidden evidence in biomedicine. It amplifies human cognitive abilities to expand the boundaries of discovery toward making the best decisions in biomedicine.,Artificial Intelligence (AI),Life Science,Pharmaceutical,2023-07-13,51079
http://www.apres.io,https://www.linkedin.com/company/apresdotio/,https://www.twitter.com/apres_io/,Apres,Seed,San Francisco,Engaged AI - Helping the world build AI people can trust,"Apres helps the world build AI people can trust. 

Our product, Engaged AI, is the operating system for the AI-driven organization. Engaged AI accelerates AI improvement by finding hidden information in data, providing rich explanations for model decisions, and giving companies transparency into their AI systems. 

We go beyond traditional machine-learning management to create powerful new data, drawing on the expertise of people to drive better decisions. The result is giant leaps in performance. 

Our customers include some of the world’s largest banks, insurance companies, and cutting-edge tech companies seeking solutions for fraud, customer churn, bias, compliance, and more.",Analytics,Artificial Intelligence (AI),Developer APIs,2021-01-25,51088
https://callcenterstudio.com,https://www.linkedin.com/company/ccs4cx/,https://twitter.com/ccs4cx,Call Center Studio,Seed,Chicago,"Call Center Studio is 100% cloud native contact center software that delivers the best experiences for your business, customers, and agents.","Preferred by global BPOs and +700 businesses across the globe, Call Center Studio has a sole focus on enhancing experiences. 

Your business will experience cost efficiency, time efficiency, scalability, and continuous support.

Your customers will experience better engagements, customized journeys, and the ease of self-service processes.

Your agents will experience productivity, higher motivation, and streamlined tasks.

All due to our serverless infrastructure, expert project, AI and support teams, seamless integration capabilities, robust tools, and much more waiting for you to discover. Contact us today to learn more and get a 2-week POC.",Artificial Intelligence (AI),Call Center,Contact Management,2021-08-25,51094
http://www.ucare.ai/,https://www.linkedin.com/company/ucareai/,,uCare.ai,Series A,Singapore,UCare.ai is a Singapore-based Artificial Intelligence-powered healthcare startup.,"UCARE.AI’s team of data scientists, technologists and doctors came together with one mission; to unlock the impossible for healthcare by creating the most advanced AI capable of making accurate predictions years into the future. UCARE.AI serves the 3P’s of healthcare. Patients can obtain a personalized understanding of their lifetime risks so they can take preventive actions early. Providers can focus on those who need their expertise urgently while Payers can provide ideal coverage without increasing premiums.",Artificial Intelligence (AI),Health Care,Predictive Analytics,2018-05-16,51100
https://netminds.space/,,,NetMind.AI,Seed,London,NetMind.AI is an artificial intelligence company offering an advanced distributed computing platform for AI modeling and application.,"NetMind is an advanced massively distributed platform where computing resources can be shared, allowing users access to exceptionally large scale networks to collaborate, train and develop deep learning models and build AI applications. NetMind will also be home to a growing AI research community, making large model research available to all.",Artificial Intelligence (AI),Blockchain,Web3,2023-06-19,51171
https://tquila-automation.com/,https://www.linkedin.com/company/tquila-automation/,,Tquila Automation,Series A,Austin,Tquila Automation is an intelligent automation consultancy that provides end-to-end service delivery services.,"Tquila Automation is a provider of intelligent automation consulting services to increase enterprise value and make a positive impact. The company specializes in robotic process automation, intelligent automation, advisory services, and artificial intelligence and provides end-to-end service delivery with a focus on true customer success, taking care of the mundane and freeing up time to focus on more strategic work, enabling enterprises and ambitious businesses to improve the way they work by eliminating onerous tasks and processes.",Artificial Intelligence (AI),Information Technology,Software,2023-09-26,51175
https://www.yoit.style,https://www.linkedin.com/company/data-monsters-inc-%EC%A3%BC-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%AA%AC%EC%8A%A4%ED%84%B0%EC%A6%88/,https://twitter.com/yoitstyle,Data Monsters,Seed,Seoul,"Data Monsters operates 'Yoit', the first-ever Descriptive Fashion Discovery Platform.","Data Monsters is a data-driven tech company that offers Yoit, the first-ever Descriptive Fashion Discovery Platform. With our AI-powered search, we make once hard-to-find fashion items easy to discover. Yoit aggregates over 1,000 fashion retailers and 10,000 brands worldwide, making their products easily discoverable. This helps consumers find products that meet their specific needs, ultimately driving traffic and conversions to the retailers' websites. Our aim is to offer consumers a joyful, pleasant, and unique online shopping experience that goes beyond traditional offline shopping.

Key Features of Yoit:

1. Descriptive Search: Simply describe what you're looking for in your own words.

2. Hybrid Search(Image + Text): Search with image, then add text to explore beyond what picture shows.

3. Diverse Selection: Discover a wide variety of fashion products from over 10,000 global brands.",Artificial Intelligence (AI),E-Commerce,Fashion,2023-06-29,51187
https://www.dnl.ai/,https://www.linkedin.com/company/deep-neuron-lab/,https://twitter.com/DeepNeuronLab,Deep Neuron Lab,Seed,Berlin,Deep Neuron Lab develops AI products to produce financial data that free people from tedious processes.,Deep Neuron Lab develops AI products to produce financial data.,Artificial Intelligence (AI),Finance,Machine Learning,2022-11-30,51236
https://proptechcore.com,https://www.linkedin.com/company/proptechcore,,ProptechCore - Decarb AI,Seed,Stockholm,DecarbAI - Accelerate building decarbonization & energy optimization through open & collaborative data & AI,Open and collaborative Decarb AI- For product info please visit https://byproptechcore.com,Artificial Intelligence (AI),Construction,Energy Efficiency,2022-04-25,51292
http://doctornow.io,https://www.linkedin.com/company/docnow-inc,https://twitter.com/doctornowehr,DoctorNow,Seed,Bellevue,DoctorNow provides voice transcription services.,DoctorNow builds system that is as simple to use as a word processor with complexity handled by their assistive artificial intelligence technology. Their single-minded obsession is to reduce time spent while maintaining data integrity and development to document the medical records as possible for informatics.,Artificial Intelligence (AI),Document Management,Electronic Health Record (EHR),2024-03-07,51294
https://intl.ling.ai/,https://www.linkedin.com/company/lingtechnology/,https://twitter.com/LingTechnology,Ling,Series A,Beijing,Ling Technology was established during September 2016 as a global AI technology company targeting the AI Internet era.,"Ling Technology was established during September 2016 as a global AI technology company and targeting the AI Internet era. The company is dedicated in design, research, product, distribution, and operation of a series of consumer AI products that will push the limit of the industry as well as dedicated to becoming the premiere brand in the global consumer and family AI product market.",Artificial Intelligence (AI),Consumer Electronics,Hardware,2019-01-02,51315
http://www.pgv.co.jp/,https://www.linkedin.com/company/pgv-inc,https://x.com/pgv_inc?lang=en,PGV,Venture,Tokyo,"PGV is a medical tech company specializing in brain wave sensor devices, aiming to develop user-friendly and EEG solutions for healthcare.","PGV believe that self-care in the brain will be possible by measuring your own brain waves at every point in the life cycle, understanding its meaning, and using it. We expect that using a PGV device to measure EEG and reading it using AI analysis will encourage self-care and contribute to our own lives.",3D Technology,Android,Artificial Intelligence (AI),2020-07-14,51330
http://designhubz.com/,https://www.linkedin.com/company/designhubz/,https://twitter.com/@designhubzhq,Designhubz,Seed,San Francisco,Designhubz enables 3D & Try-On Augmented Reality shopping with an AI recommendation engine across any eCommerce website or app and in-store,"Designhubz empowers eCommerce websites and apps with 3D & Try-On Augmented Reality  visualization, and an AI Recommendation engine that enables a hyper-personalized shopping experience. Our AI recommendation engine, an integral part of our Try-On experience, extracts data from live users, their behavior and overall platform analytics to formulate a comprehensive profile, and recommend hyper-personalized products that would fit them and match their style.  We bring the in-store shopping experience to online retail by creating the next generation eCommerce interface for today's consumers and brands.",3D Technology,Artificial Intelligence (AI),Augmented Reality,2023-01-01,51497
https://ndrmedical.com,https://www.linkedin.com/company/ndr-medical,,NDR Medical,Series A,Singapore,NDR Medical Technology is a medical device company that provides services in the development of surgical robotics.,"NDR Medical Technology is a medical device company that provides services in the development of surgical robotics. The automated needle targeting system from NDR Medical allows for safe and accurate needle punctures in organs such as the lungs, kidneys, pancreas, and spine. NDR Medical develops image-guided robotic procedures that improve accuracy, precision, and patient safety.",Artificial Intelligence (AI),Medical,Robotics,2020-05-06,51525
http://www.cognitivetalentsolutions.com/,https://www.linkedin.com/company/cognitive-talent-solutions,https://twitter.com/CTS_ONA,Cognitive Talent Solutions,Seed,Palo Alto,Organizational Network Analysis (ONA) powered by Artificial Intelligence (AI),"Cognitive Talent Solutions (CTS) is a leading provider of Organizational Network Analysis, spearheading the transition towards a network-first future of work. CTS has been acknowledged as a leading People Analytics vendor by ReadThread Research and Everest Group, and it has been recognized as one of the top vendors shaping the ONA space by David Green. With funding from institutional investors like Morgan Stanley, Starta Ventures, and Ride Home Fund AI (participated in by Marc Andreessen from a16z), CTS distinguishes itself as one of the few vendors that offer both active and passive ONA capabilities, and it is the only ONA vendor that provides generative AI capabilities. CTS counts on an experienced advisory board that includes academics from Harvard and Stanford, as well as former C-level executives from Fortune 500 companies. The company has developed patent-pending ONA technology, integrated into its cloud-based platform, the Cognitive Network Analyzer™. CTS serves a diverse clientele of Fortune 500 and Global 2000 companies, including Thermo Fisher Scientific, CBRE, and Securitas. CTS is a certified ServiceNow Technology partner, featuring a native Generative AI-powered ONA app in the ServiceNow Store.

CTS counts with an experienced advisory board, which includes academics from Harvard and Stanford, as well as former C-level executives from Fortune 500 companies. The company has developed patent-pending ONA technology, which is integrated into its cloud-based platform, Cognitive Network Analyzer™. CTS serves a diverse clientele of Fortune 500 and Global 2000 companies, including Thermo Fisher Scientific, CBRE, and Securitas, among others. It has also established partnerships with technology and consulting firms like ServiceNow and Facthum.",Analytics,Artificial Intelligence (AI),Generative AI,2023-07-06,51573
http://www.pingLOUD.com,http://www.linkedin.com/company/pingloud,http://twitter.com/pingloud,ping,Seed,New York,Ping develops a platform that automatically reads messages and emails out loud.,"Ping develops a platform that automatically reads messages and emails out loud. The platform also provides feedback on driving, runs seamlessly in the background, and works with smart devices like Amazon Echo and Google Home.",Apps,Artificial Intelligence (AI),Information Technology,2022-06-09,51593
https://dondo.com,https://www.linkedin.com/company/dondoai/,https://twitter.com/dondoapp,Dondo,Seed,Seattle,"An AI Ecommerce Copilot that automatically optimizes, creates, and deploys listings across multiple marketplaces and social media channels","Dondo is an AI Copilot for e-commerce sellers that saves time and money by automatically optimizing and creating thousands of platform-specific descriptions and listings. With Dondo, sellers can post SEO-enhanced listings across marketplaces and social media platforms like Instagram, MercadoLibre, Shopify, TikTok, and more, all with just the click of a button.",Artificial Intelligence (AI),E-Commerce,,2022-01-01,51611
https://uhurasolutions.com/,https://www.linkedin.com/company/uhurasolutions/,https://twitter.com/UhuraSolutions,Uhura Solutions,Seed,London,An AI platform that reads and understands contracts and agreements just as humans do.,"Uhura Solutions is an AI solution provider specializing in contract intelligence. The company has developed a low-code contract intelligence platform that reads and understands contracts and agreements just as humans do. The platform addresses the manual processing of documents, an important challenge that businesses regularly face. It offers automation capabilities and can shorten document processing time from hours to seconds.",Artificial Intelligence (AI),Information Technology,,2022-04-27,51642
https://www.xaba.ai/,https://www.linkedin.com/company/xaba-inc/about/,,Xaba,Seed,Toronto,Xaba operates as an industrial AI-driven control system.,Xaba operates as an industrial AI-driven control system.,Artificial Intelligence (AI),Software,,2024-01-09,51643
https://aimedtech.org,https://www.linkedin.com/company/aimedicaltechnology,,AI Medical Technology,Venture,Stockholm,AI Medical Technology developing AI powered diagnostic solutions.,AI Medical Technology  offers health care solutions. Their services include AI powered diagnostic solutions. They offer dermalyser undergoing clinical validation as a decision support tool for the diagnosis of all skin cancers.,Artificial Intelligence (AI),Health Care,Health Diagnostics,2024-04-29,51659
https://botkin.ai/,https://www.linkedin.com/company/botkin,,Botkin.AI,Series B,Moscow,Botkin.AI is a medtech startup that is developing an AI-based radiology platform.,"Botkin.AI is a software-based platform for medical image processing and analysis based on artificial intelligence. The Company provides AI for analyzing radiograms and diagnosing the risk of tumors. The solution is based on deep machine learning. Botkin.AI significantly expands the radiologists’ ability to diagnose tumors and speeds up the processing of an increased flow of the patient’s clinical data without losing the quality of medical conclusions.

It was founded in 2015 and is based in Moscow, Russian.",Artificial Intelligence (AI),Health Care,Software,2020-12-23,51660
http://www.sepsisscout.com,,,Sepsis Scout,Seed,San Francisco,Wearable technology to predict and prevent sepsis.,Artificial Intelligence and Wearables to detect sepsis in the at home care setting.,Artificial Intelligence (AI),Computer,Electronics,2019-06-17,51697
https://addlly.ai,https://www.linkedin.com/company/addllyai/,https://twitter.com/AddllyAi/,Addlly AI,Seed,Singapore,Addlly is an advanced AI-powered writing tool designed to help content marketers and businesses.,Addlly is an advanced AI-powered writing tool designed to help content marketers and businesses overcome the most common content writing challenges.,Artificial Intelligence (AI),Marketing,Software,2025-02-12,51716
https://www.curamatic.com/,https://www.linkedin.com/company/curamatic/,,Curamatic,Seed,New York,Curamatic develops software that provides tools for comprehensive population health management.,,Analytics,Artificial Intelligence (AI),Data Management,2024-08-12,51741
